"EstacaoAno"	"Regiao"	"PhChuva"	"MediaUmidadeAr_%"	"Temperatura_C"	"Temperatura_CAT"	"Localidade"	"VolumeChuva_mm/h"	"IntensidadeVento_km/h"	"IntensidadeVento_CAT"	"AlertaDefesaCivil"	"PhChuva_Cat"	"IntensidadeChuva"	"NumeroVitimas"
"Verao"	"Sudeste"	4	27.563312575574827	15	"Mediana"	"Urbana"	1	80	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	146
"Verao"	"Centro-Oeste"	4	44.50024481779113	21	"Alta"	"Urbana"	11	9	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	176
"Outono"	"Nordeste"	8	60.57317849122976	9	"Mediana"	"Urbana"	27	21	"Forte"	"NaoAtivou"	"Base"	"Forte"	210
"Outono"	"Norte"	1	17.154926002031807	32	"Alta"	"Rural"	13	26	"Forte"	"NaoAtivou"	"Acida"	"Moderada"	170
"Inverno"	"Sul"	0	2.4413892099029058	30	"Alta"	"Urbana"	24	97	"Massivo"	"Ativou"	"Acida"	"Moderada"	510
"Primavera"	"Nordeste"	6	61.170161937450544	6	"Mediana"	"Urbana"	29	15	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	120
"Primavera"	"Sudeste"	4	34.26138173041351	19	"Mediana"	"Rural"	28	78	"Muito Forte"	"NaoAtivou"	"Acida"	"Forte"	128
"Outono"	"Norte"	11	19.555011367524685	-4	"Baixa"	"Rural"	13	2	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	120
"Primavera"	"Sul"	0	2.282057272768135	26	"Alta"	"Rural"	20	114	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	107
"Verao"	"Sul"	1	2.179157918144604	29	"Alta"	"Rural"	22	109	"Massivo"	"Ativou"	"Acida"	"Moderada"	532
"Primavera"	"Norte"	13	17.445439231546736	31	"Alta"	"Urbana"	24	26	"Forte"	"NaoAtivou"	"Base"	"Moderada"	197
"Primavera"	"Centro-Oeste"	5	40.1575643049908	28	"Alta"	"Rural"	10	4	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	135
"Inverno"	"Nordeste"	7	61.347584175637074	1	"Mediana"	"Urbana"	25	1	"Moderado"	"NaoAtivou"	"Neutra"	"Moderada"	129
"Primavera"	"Sudeste"	2	30.394591388064676	15	"Mediana"	"Rural"	28	85	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	106
"Inverno"	"Norte"	12	12.512910729140817	24	"Alta"	"Rural"	13	9	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	149
"Primavera"	"Sul"	2	1.3348149371857136	25	"Alta"	"Rural"	24	114	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	74
"Outono"	"Sul"	2	3.475787758542447	31	"Alta"	"Rural"	23	114	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	142
"Verao"	"Sul"	14	4.726122148507652	27	"Alta"	"Urbana"	21	111	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	101
"Verao"	"Centro-Oeste"	4	40.46544924149253	23	"Alta"	"Urbana"	11	10	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	127
"Inverno"	"Sudeste"	4	32.068349994672104	17	"Mediana"	"Urbana"	21	82	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	93
"Inverno"	"Centro-Oeste"	4	43.50623329046772	25	"Alta"	"Urbana"	11	13	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	156
"Inverno"	"Sudeste"	3	33.14769028864976	18	"Mediana"	"Urbana"	9	97	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	59
"Outono"	"Norte"	11	16.098606528390913	30	"Alta"	"Rural"	24	3	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	162
"Inverno"	"Sudeste"	4	34.473417302498376	15	"Mediana"	"Urbana"	9	72	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	133
"Primavera"	"Sul"	0	3.5219323093542494	29	"Alta"	"Rural"	24	115	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	118
"Inverno"	"Sul"	2	4.593188338271577	29	"Alta"	"Urbana"	23	116	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	134
"Verao"	"Sudeste"	4	30.55688395351623	18	"Mediana"	"Urbana"	9	70	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	126
"Outono"	"Sudeste"	2	26.895781062194388	15	"Mediana"	"Urbana"	3	79	"Muito Forte"	"NaoAtivou"	"Acida"	"Muito Forte"	138
"Primavera"	"Sul"	0	3.2167126622940785	33	"Alta"	"Rural"	23	91	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	70
"Outono"	"Norte"	13	12.377380503984128	28	"Alta"	"Urbana"	25	21	"Forte"	"NaoAtivou"	"Base"	"Moderada"	191
"Verao"	"Sul"	1	3.3517034273492445	28	"Alta"	"Urbana"	20	118	"Furacao"	"NaoAtivou"	"Acida"	"Moderada"	465
"Verao"	"Nordeste"	8	61.67635477131668	1	"Mediana"	"Rural"	27	26	"Forte"	"NaoAtivou"	"Base"	"Forte"	195
"Inverno"	"Sudeste"	11	26.70056726260244	19	"Mediana"	"Urbana"	22	87	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	125
"Verao"	"Centro-Oeste"	13	42.32322922870213	24	"Alta"	"Urbana"	11	6	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	123
"Verao"	"Nordeste"	7	65.02562073142093	8	"Mediana"	"Urbana"	25	30	"Forte"	"NaoAtivou"	"Neutra"	"Moderada"	173
"Outono"	"Sudeste"	3	32.836580542179156	16	"Mediana"	"Urbana"	4	73	"Muito Forte"	"NaoAtivou"	"Acida"	"Forte"	135
"Outono"	"Sudeste"	10	26.910404375998546	18	"Mediana"	"Urbana"	2	90	"Massivo"	"NaoAtivou"	"Base"	"Muito Forte"	97
"Verao"	"Sul"	2	4.530253286838514	27	"Alta"	"Urbana"	23	98	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	89
"Outono"	"Sul"	1	3.163702601011507	31	"Alta"	"Rural"	24	112	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	138
"Outono"	"Norte"	10	19.6466472999151	24	"Alta"	"Urbana"	13	18	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	129
"Outono"	"Centro-Oeste"	5	44.39977529122584	22	"Alta"	"Urbana"	11	18	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	168
"Outono"	"Norte"	9	10.822595672169705	30	"Alta"	"Rural"	13	25	"Forte"	"NaoAtivou"	"Base"	"Moderada"	243
"Outono"	"Nordeste"	6	68.43765667139071	5	"Mediana"	"Urbana"	29	19	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	145
"Outono"	"Nordeste"	7	64.18422501914601	1	"Mediana"	"Rural"	29	2	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	105
"Inverno"	"Nordeste"	7	64.79956992580445	9	"Mediana"	"Rural"	29	17	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	104
"Verao"	"Sudeste"	2	27.108156279391725	18	"Mediana"	"Urbana"	26	99	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	129
"Primavera"	"Sul"	1	4.428026533479294	28	"Alta"	"Rural"	20	113	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	56
"Outono"	"Sul"	1	1.4087111194055453	28	"Alta"	"Rural"	20	101	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	141
"Inverno"	"Centro-Oeste"	4	42.51093564750694	27	"Alta"	"Rural"	11	12	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	129
"Verao"	"Sul"	1	3.7390106037967863	32	"Alta"	"Urbana"	21	109	"Massivo"	"Ativou"	"Acida"	"Moderada"	588
"Verao"	"Centro-Oeste"	11	43.423516599768334	26	"Alta"	"Urbana"	11	17	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	155
"Primavera"	"Sudeste"	2	28.642277453987507	18	"Mediana"	"Rural"	4	81	"Massivo"	"NaoAtivou"	"Acida"	"Muito Forte"	95
"Outono"	"Centro-Oeste"	6	44.53335804817643	25	"Alta"	"Rural"	11	18	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	112
"Primavera"	"Centro-Oeste"	5	42.338557678134066	25	"Alta"	"Rural"	10	10	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	159
"Primavera"	"Norte"	9	13.329456073005817	25	"Alta"	"Rural"	12	24	"Forte"	"NaoAtivou"	"Base"	"Moderada"	159
"Outono"	"Nordeste"	8	68.93316274175908	6	"Mediana"	"Urbana"	27	22	"Forte"	"NaoAtivou"	"Base"	"Forte"	178
"Outono"	"Centro-Oeste"	12	41.29582706062964	27	"Alta"	"Urbana"	10	18	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	103
"Primavera"	"Centro-Oeste"	5	40.8461518756366	25	"Alta"	"Rural"	10	102	"Massivo"	"Ativou"	"Acida"	"Moderada"	540
"Outono"	"Norte"	11	15.528952722989606	-5	"Baixa"	"Urbana"	13	17	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	148
"Outono"	"Sul"	2	1.267620504564186	33	"Alta"	"Rural"	21	116	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	101
"Outono"	"Sul"	14	4.022977759181663	30	"Alta"	"Rural"	22	113	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	55
"Outono"	"Nordeste"	8	65.8243888336445	0	"Baixa"	"Urbana"	28	37	"Forte"	"NaoAtivou"	"Base"	"Forte"	178
"Verao"	"Sul"	0	3.8267948544770736	34	"Alta"	"Urbana"	22	113	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	142
"Primavera"	"Centro-Oeste"	4	42.230212488854754	20	"Mediana"	"Rural"	11	6	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	162
"Verao"	"Nordeste"	8	64.50980729740293	8	"Mediana"	"Rural"	29	36	"Forte"	"NaoAtivou"	"Base"	"Forte"	210
"Primavera"	"Norte"	11	10.465151175939821	-15	"Baixa"	"Urbana"	13	128	"Furacao"	"Ativou"	"Base"	"Moderada"	506
"Verao"	"Nordeste"	8	67.77569995957349	8	"Mediana"	"Rural"	28	22	"Forte"	"NaoAtivou"	"Base"	"Forte"	198
"Inverno"	"Centro-Oeste"	4	44.34943921112242	21	"Alta"	"Rural"	10	15	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	104
"Verao"	"Sudeste"	12	31.59476092154195	19	"Mediana"	"Rural"	2	73	"Muito Forte"	"NaoAtivou"	"Base"	"Forte"	126
"Verao"	"Sul"	2	4.1391375792900815	27	"Alta"	"Urbana"	24	93	"Massivo"	"Ativou"	"Acida"	"Moderada"	599
"Primavera"	"Nordeste"	6	69.92314952293643	2	"Mediana"	"Rural"	27	14	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	121
"Outono"	"Norte"	13	16.31645586522236	-14	"Baixa"	"Urbana"	13	23	"Forte"	"NaoAtivou"	"Base"	"Moderada"	169
"Outono"	"Nordeste"	7	60.492664085439465	6	"Mediana"	"Urbana"	29	1	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	174
"Verao"	"Sudeste"	3	30.11127226230677	16	"Mediana"	"Urbana"	27	98	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	129
"Inverno"	"Centro-Oeste"	4	44.894113729633034	21	"Alta"	"Urbana"	10	2	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	178
"Verao"	"Nordeste"	8	61.72187636424115	5	"Mediana"	"Urbana"	29	24	"Forte"	"NaoAtivou"	"Base"	"Forte"	213
"Primavera"	"Centro-Oeste"	4	43.72835071662091	26	"Alta"	"Rural"	11	108	"Massivo"	"Ativou"	"Acida"	"Moderada"	557
"Inverno"	"Norte"	9	18.840863972290215	-12	"Baixa"	"Rural"	24	13	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	137
"Outono"	"Centro-Oeste"	6	41.85487690204295	24	"Alta"	"Rural"	10	13	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	112
"Primavera"	"Sul"	0	2.168287112130642	34	"Alta"	"Urbana"	20	104	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	110
"Outono"	"Sudeste"	3	31.501977781017338	17	"Mediana"	"Rural"	6	74	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	140
"Outono"	"Centro-Oeste"	13	40.817992219478256	23	"Alta"	"Urbana"	11	1	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	135
"Inverno"	"Sul"	1	1.513239692447625	33	"Alta"	"Rural"	21	118	"Furacao"	"NaoAtivou"	"Acida"	"Moderada"	546
"Inverno"	"Centro-Oeste"	5	42.81302783336228	24	"Alta"	"Rural"	10	9	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	158
"Verao"	"Centro-Oeste"	5	42.0990601323302	20	"Mediana"	"Urbana"	11	13	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	118
"Verao"	"Sul"	2	2.3533706171508495	30	"Alta"	"Urbana"	20	106	"Massivo"	"Ativou"	"Acida"	"Moderada"	530
"Inverno"	"Sudeste"	3	32.59183812797903	19	"Mediana"	"Urbana"	23	74	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	130
"Inverno"	"Sudeste"	2	32.26308766496453	18	"Mediana"	"Urbana"	21	76	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	129
"Primavera"	"Sudeste"	2	33.91256753284706	18	"Mediana"	"Urbana"	22	83	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	78
"Outono"	"Sul"	13	1.677500336859155	27	"Alta"	"Rural"	23	28	"Forte"	"NaoAtivou"	"Base"	"Moderada"	205
"Inverno"	"Nordeste"	8	67.26082781837401	8	"Mediana"	"Urbana"	28	26	"Forte"	"NaoAtivou"	"Base"	"Forte"	201
"Primavera"	"Sudeste"	2	28.35521814985824	19	"Mediana"	"Rural"	28	86	"Massivo"	"Ativou"	"Acida"	"Forte"	584
"Inverno"	"Sudeste"	3	32.661328127664675	16	"Mediana"	"Urbana"	5	70	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	139
"Primavera"	"Sudeste"	2	31.579697145863722	19	"Mediana"	"Rural"	6	74	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	129
"Verao"	"Nordeste"	7	68.02642428065019	1	"Mediana"	"Urbana"	29	25	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	239
"Inverno"	"Sul"	0	3.259554096214396	26	"Alta"	"Rural"	24	108	"Massivo"	"Ativou"	"Acida"	"Moderada"	591
"Outono"	"Sul"	1	4.793910132314169	31	"Alta"	"Rural"	21	104	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	128
"Inverno"	"Nordeste"	6	62.89553039453693	6	"Mediana"	"Urbana"	26	3	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	179
"Inverno"	"Nordeste"	8	64.4602546481306	3	"Mediana"	"Urbana"	26	9	"Moderado"	"NaoAtivou"	"Base"	"Forte"	121
"Outono"	"Sul"	1	4.6830707671611345	29	"Alta"	"Rural"	20	110	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	64
"Primavera"	"Norte"	12	19.998126622738994	-13	"Baixa"	"Rural"	13	23	"Forte"	"NaoAtivou"	"Base"	"Moderada"	166
"Verao"	"Nordeste"	6	61.98817143497122	3	"Mediana"	"Rural"	27	21	"Forte"	"NaoAtivou"	"Acida"	"Forte"	223
"Primavera"	"Centro-Oeste"	5	40.90959078744303	26	"Alta"	"Rural"	11	14	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	144
"Outono"	"Nordeste"	8	65.83553999624667	3	"Mediana"	"Rural"	27	23	"Forte"	"NaoAtivou"	"Base"	"Forte"	194
"Verao"	"Centro-Oeste"	6	43.40617856434005	25	"Alta"	"Urbana"	11	14	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	123
"Inverno"	"Norte"	9	19.386672429151893	26	"Alta"	"Urbana"	13	25	"Forte"	"NaoAtivou"	"Base"	"Moderada"	180
"Inverno"	"Centro-Oeste"	4	43.55265535421336	20	"Mediana"	"Urbana"	10	9	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	170
"Outono"	"Sudeste"	2	29.120106029617723	19	"Mediana"	"Urbana"	8	81	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	123
"Verao"	"Sul"	0	1.3499745646737527	28	"Alta"	"Urbana"	20	108	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	124
"Outono"	"Norte"	12	16.479594131741813	30	"Alta"	"Urbana"	13	111	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	112
"Outono"	"Nordeste"	6	65.03876385439932	4	"Mediana"	"Urbana"	27	24	"Forte"	"NaoAtivou"	"Acida"	"Forte"	154
"Outono"	"Norte"	9	14.112976955402463	-14	"Baixa"	"Rural"	12	116	"Massivo"	"Ativou"	"Base"	"Moderada"	532
"Verao"	"Centro-Oeste"	4	44.456676026489056	25	"Alta"	"Rural"	10	2	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	133
"Inverno"	"Sul"	1	3.920453254329119	30	"Alta"	"Rural"	22	90	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	140
"Verao"	"Norte"	13	16.99090662667129	-14	"Baixa"	"Rural"	13	11	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	118
"Inverno"	"Norte"	3	14.141683642039137	-13	"Baixa"	"Urbana"	12	7	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	147
"Outono"	"Sul"	0	4.283934888861085	26	"Alta"	"Rural"	23	23	"Forte"	"NaoAtivou"	"Acida"	"Moderada"	210
"Primavera"	"Centro-Oeste"	4	42.74534667570416	25	"Alta"	"Rural"	10	2	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	141
"Verao"	"Centro-Oeste"	5	44.75340370154294	22	"Alta"	"Urbana"	10	12	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	104
"Inverno"	"Sul"	0	1.2027728113005134	34	"Alta"	"Urbana"	20	97	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	139
"Verao"	"Sudeste"	2	27.880374358845334	19	"Mediana"	"Rural"	3	78	"Muito Forte"	"NaoAtivou"	"Acida"	"Muito Forte"	138
"Primavera"	"Centro-Oeste"	5	42.108981075202635	20	"Mediana"	"Rural"	11	15	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	149
"Inverno"	"Norte"	11	19.583844775726863	-13	"Baixa"	"Rural"	13	17	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	104
"Outono"	"Sul"	2	2.5931652396074316	33	"Alta"	"Rural"	20	24	"Forte"	"NaoAtivou"	"Acida"	"Moderada"	188
"Outono"	"Norte"	13	19.484054683731916	-4	"Baixa"	"Rural"	25	27	"Forte"	"NaoAtivou"	"Base"	"Moderada"	214
"Verao"	"Sudeste"	3	30.33949277796963	15	"Mediana"	"Rural"	27	96	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	148
"Primavera"	"Sudeste"	2	31.381870929409075	19	"Mediana"	"Rural"	5	84	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	121
"Primavera"	"Sudeste"	2	29.497479813807182	16	"Mediana"	"Rural"	5	98	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	67
"Verao"	"Sul"	2	4.087856756812651	29	"Alta"	"Urbana"	21	97	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	149
"Outono"	"Norte"	11	12.436227551676994	22	"Alta"	"Rural"	24	26	"Forte"	"NaoAtivou"	"Base"	"Moderada"	203
"Outono"	"Norte"	9	13.185749308958549	-4	"Baixa"	"Urbana"	24	7	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	170
"Verao"	"Sudeste"	3	30.374423609218816	18	"Mediana"	"Urbana"	22	75	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	131
"Outono"	"Centro-Oeste"	5	41.44391047520513	24	"Alta"	"Urbana"	10	1	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	157
"Primavera"	"Sul"	2	1.2754968462378038	27	"Alta"	"Rural"	20	116	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	127
"Outono"	"Sul"	2	1.6472416153765375	27	"Alta"	"Rural"	22	95	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	108
"Verao"	"Sudeste"	3	27.912867141429835	15	"Mediana"	"Urbana"	1	88	"Massivo"	"Ativou"	"Acida"	"Muito Forte"	57
"Outono"	"Norte"	13	18.411617797900053	-13	"Baixa"	"Urbana"	12	22	"Forte"	"NaoAtivou"	"Base"	"Moderada"	235
"Primavera"	"Sudeste"	2	26.95208633450032	15	"Mediana"	"Rural"	25	97	"Massivo"	"Ativou"	"Acida"	"Moderada"	507
"Outono"	"Sudeste"	3	31.43481114831203	19	"Mediana"	"Urbana"	24	77	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	134
"Inverno"	"Norte"	11	11.766859545971723	-3	"Baixa"	"Rural"	24	1	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	156
"Inverno"	"Sudeste"	4	26.775818197051102	17	"Mediana"	"Urbana"	26	84	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	71
"Verao"	"Nordeste"	8	63.03534667642295	4	"Mediana"	"Rural"	25	28	"Forte"	"NaoAtivou"	"Base"	"Moderada"	191
"Outono"	"Sudeste"	2	25.90887583256166	19	"Mediana"	"Rural"	22	87	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	145
"Inverno"	"Centro-Oeste"	13	44.10300105732433	24	"Alta"	"Rural"	10	17	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	106
"Verao"	"Nordeste"	8	64.47834562672807	8	"Mediana"	"Urbana"	25	13	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	123
"Outono"	"Centro-Oeste"	5	43.21344604067391	23	"Alta"	"Urbana"	11	19	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	134
"Primavera"	"Nordeste"	7	64.91302466418645	8	"Mediana"	"Urbana"	28	34	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	171
"Verao"	"Norte"	9	10.100219609625709	-11	"Baixa"	"Rural"	13	4	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	158
"Primavera"	"Norte"	11	13.904340675785555	-7	"Baixa"	"Rural"	24	126	"Furacao"	"NaoAtivou"	"Base"	"Moderada"	568
"Verao"	"Sudeste"	4	32.02318919129652	15	"Mediana"	"Rural"	6	75	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	138
"Verao"	"Sul"	1	1.1764021140996288	33	"Alta"	"Urbana"	21	93	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	112
"Outono"	"Sudeste"	3	29.53719282997369	18	"Mediana"	"Urbana"	1	89	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	66
"Verao"	"Centro-Oeste"	6	40.0149619124055	25	"Alta"	"Urbana"	11	5	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	108
"Primavera"	"Nordeste"	8	66.92063402058868	2	"Mediana"	"Urbana"	29	3	"Moderado"	"NaoAtivou"	"Base"	"Forte"	179
"Primavera"	"Centro-Oeste"	6	44.526377167917964	24	"Alta"	"Rural"	11	18	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	110
"Primavera"	"Sul"	0	2.9287122350043795	27	"Alta"	"Rural"	20	113	"Massivo"	"Ativou"	"Acida"	"Moderada"	561
"Verao"	"Nordeste"	8	67.05880117932483	9	"Mediana"	"Urbana"	25	27	"Forte"	"NaoAtivou"	"Base"	"Moderada"	211
"Primavera"	"Centro-Oeste"	11	44.61156846323125	24	"Alta"	"Rural"	11	15	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	124
"Outono"	"Nordeste"	7	60.69586317853118	7	"Mediana"	"Urbana"	29	32	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	171
"Verao"	"Sul"	1	1.9723885480912582	31	"Alta"	"Urbana"	21	96	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	97
"Primavera"	"Sul"	2	3.9895471738302133	28	"Alta"	"Rural"	21	97	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	147
"Inverno"	"Sudeste"	4	32.37184151140432	15	"Mediana"	"Urbana"	3	98	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	146
"Verao"	"Norte"	11	15.683487051413017	-15	"Baixa"	"Urbana"	12	103	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	141
"Outono"	"Centro-Oeste"	4	42.31560509229146	26	"Alta"	"Rural"	11	2	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	160
"Primavera"	"Sudeste"	3	27.66830126798816	17	"Mediana"	"Rural"	7	88	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	107
"Verao"	"Sul"	2	3.3757300726026127	29	"Alta"	"Urbana"	23	116	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	50
"Verao"	"Nordeste"	6	62.81388827771408	5	"Mediana"	"Urbana"	26	21	"Forte"	"NaoAtivou"	"Acida"	"Forte"	188
"Verao"	"Centro-Oeste"	5	43.82677621270802	23	"Alta"	"Urbana"	11	8	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	167
"Verao"	"Sul"	2	2.4996855697138765	28	"Alta"	"Urbana"	22	93	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	53
"Inverno"	"Centro-Oeste"	6	42.36938588766356	22	"Alta"	"Rural"	11	13	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	145
"Verao"	"Norte"	0	12.280273151359228	-13	"Baixa"	"Rural"	13	18	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	171
"Inverno"	"Sudeste"	11	32.20098489464175	18	"Mediana"	"Urbana"	1	92	"Massivo"	"NaoAtivou"	"Base"	"Forte"	121
"Verao"	"Nordeste"	6	60.22552148373142	5	"Mediana"	"Urbana"	28	17	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	149
"Verao"	"Sudeste"	12	32.20954139153421	17	"Mediana"	"Urbana"	8	77	"Muito Forte"	"NaoAtivou"	"Base"	"Moderada"	142
"Primavera"	"Nordeste"	7	65.59422235409298	7	"Mediana"	"Urbana"	26	2	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	107
"Primavera"	"Norte"	10	14.880515184438313	-7	"Baixa"	"Urbana"	24	4	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	162
"Verao"	"Nordeste"	7	60.70318022241301	3	"Mediana"	"Urbana"	25	32	"Forte"	"NaoAtivou"	"Neutra"	"Moderada"	216
"Verao"	"Sudeste"	4	29.803352427770662	18	"Mediana"	"Rural"	9	90	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	94
"Verao"	"Norte"	12	12.35351830038275	25	"Alta"	"Urbana"	13	4	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	156
"Inverno"	"Sudeste"	2	26.278025210406444	17	"Mediana"	"Urbana"	9	81	"Massivo"	"Ativou"	"Acida"	"Moderada"	513
"Inverno"	"Centro-Oeste"	11	42.0341141739969	27	"Alta"	"Rural"	10	12	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	175
"Outono"	"Centro-Oeste"	4	40.32366860135	20	"Mediana"	"Urbana"	10	15	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	171
"Inverno"	"Nordeste"	7	61.39690577922826	0	"Baixa"	"Rural"	28	2	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	113
"Inverno"	"Norte"	2	13.921247607099708	-10	"Baixa"	"Rural"	12	106	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	87
